/usr/lib/jvm/java-8-oracle/bin/java -Xmx16G -classpath /home/christian/Documents/BachelorThesis/YCSB/conf:/home/christian/Documents/BachelorThesis/YCSB/core/target/core-0.14.0-SNAPSHOT.jar:/home/christian/Documents/BachelorThesis/YCSB/core/target/dependency/HdrHistogram-2.1.4.jar:/home/christian/Documents/BachelorThesis/YCSB/core/target/dependency/gson-2.8.2.jar:/home/christian/Documents/BachelorThesis/YCSB/core/target/dependency/htrace-core4-4.1.0-incubating.jar:/home/christian/Documents/BachelorThesis/YCSB/core/target/dependency/jackson-core-asl-1.9.4.jar:/home/christian/Documents/BachelorThesis/YCSB/core/target/dependency/jackson-mapper-asl-1.9.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/neo4j-binding-0.14.0-SNAPSHOT.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/asm-5.2.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/asm-analysis-5.2.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/asm-tree-5.2.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/asm-util-5.2.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/bcpkix-jdk15on-1.53.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/bcprov-jdk15on-1.53.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/caffeine-2.3.3.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/commons-compress-1.12.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/commons-lang3-3.5.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/commons-text-1.1.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/concurrentlinkedhashmap-lru-1.4.2.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/lucene-analyzers-common-5.5.0.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/lucene-backward-codecs-5.5.0.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/lucene-codecs-5.5.0.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/lucene-core-5.5.0.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/lucene-queryparser-5.5.0.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-codegen-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-collections-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-command-line-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-common-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-configuration-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-consistency-check-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-csv-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-compiler-2.3-2.3.12.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-compiler-3.1-3.1.6.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-compiler-3.2-3.2.9.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-compiler-3.3-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-frontend-2.3-2.3.12.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-frontend-3.1-3.1.6.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-frontend-3.2-3.2.9.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-frontend-3.3-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-ir-3.2-3.2.9.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-ir-3.3-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-cypher-logical-plans-3.3-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-dbms-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-graph-algo-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-graph-matching-3.1.6.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-graphdb-api-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-import-tool-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-index-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-io-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-jmx-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-kernel-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-logging-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-lucene-index-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-lucene-upgrade-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-primitive-collections-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-resource-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-ssl-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-udc-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-unsafe-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/neo4j-values-3.3.4.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/netty-all-4.1.21.Final.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/opencsv-2.3.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/parboiled-core-1.1.7.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/parboiled-scala_2.11-1.1.7.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/scala-library-2.11.12.jar:/home/christian/Documents/BachelorThesis/YCSB/neo4j/target/dependency/scala-reflect-2.11.12.jar com.yahoo.ycsb.Client -t -db com.yahoo.ycsb.db.neo4j.Neo4jClient -P /home/christian/Documents/BachelorThesis/notes/workloads/Insert/WorkloadsToRunWithAllDatabases/4.ProbingNodeSize100kB -s -p datasetdirectory=/home/christian/Documents/BachelorThesis/results/dataSet/4.ProbingNodeSize100kB -p neo4j.path=/home/christian/Documents/BachelorThesis/results/database -p orientdb.url=plocal:/home/christian/Documents/BachelorThesis/results/database -p outputdirectory=/home/christian/Documents/BachelorThesis/results/database -p sparksee.path=/home/christian/Documents/BachelorThesis/results/database/database.gdb -p measurement.trackjvm=true -p measurement.interval=both -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/christian/Documents/BachelorThesis/results/neo4j/4.ProbingNodeSize100kB/run/1/ -p exportfile=/home/christian/Documents/BachelorThesis/results/neo4j/4.ProbingNodeSize100kB/run/1/measure
Command line: -t -db com.yahoo.ycsb.db.neo4j.Neo4jClient -P /home/christian/Documents/BachelorThesis/notes/workloads/Insert/WorkloadsToRunWithAllDatabases/4.ProbingNodeSize100kB -s -p datasetdirectory=/home/christian/Documents/BachelorThesis/results/dataSet/4.ProbingNodeSize100kB -p neo4j.path=/home/christian/Documents/BachelorThesis/results/database -p orientdb.url=plocal:/home/christian/Documents/BachelorThesis/results/database -p outputdirectory=/home/christian/Documents/BachelorThesis/results/database -p sparksee.path=/home/christian/Documents/BachelorThesis/results/database/database.gdb -p measurement.trackjvm=true -p measurement.interval=both -p measurementtype=hdrhistogram -p hdrhistogram.fileoutput=true -p hdrhistogram.output.path=/home/christian/Documents/BachelorThesis/results/neo4j/4.ProbingNodeSize100kB/run/1/ -p exportfile=/home/christian/Documents/BachelorThesis/results/neo4j/4.ProbingNodeSize100kB/run/1/measureYCSB Client 0.14.0-SNAPSHOT

Loading workload...
GraphDataGenerator creating RECREATOR.
RandomGraphComponentGenerator creating RECREATOR.
OperationOrderGenerator creating RECREATOR.
Starting test.
2018-04-23 16:46:42:065 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2018-04-23 16:46:52:049 10 sec: 26 operations; 2.6 current ops/sec; est completion in 1 hour 3 minutes [THREAD_COUNT: Count=1, Max=3, Min=3, Avg=3, 90=3, 99=3, 99.9=3, 99.99=3] [SYS_LOAD_AVG: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [INITIALISE: Count=1, Max=1770495, Min=1769472, Avg=1769984, 90=1770495, 99=1770495, 99.9=1770495, 99.99=1770495] [GCS: Count=1, Max=0, Min=0, Avg=0, 90=0, 99=0, 99.9=0, 99.99=0] [USED_MEM_MB: Count=1, Max=19, Min=19, Avg=19, 90=19, 99=19, 99.9=19, 99.99=19] [INSERTNode: Count=27, Max=380927, Min=58944, Avg=137248.59, 90=187007, 99=380927, 99.9=380927, 99.99=380927] [INSERT: Count=61, Max=486655, Min=58944, Avg=133193.97, 90=228351, 99=380927, 99.9=486655, 99.99=486655] [GCS_TIME: Count=1, Max=0, Min=0, Avg=0, 90=0, 99=0, 99.9=0, 99.99=0] [INSERTEdge: Count=34, Max=486655, Min=61472, Avg=129974.12, 90=228351, 99=486655, 99.9=486655, 99.99=486655] [Intended-INITIALISE: Count=1, Max=1770495, Min=1769472, Avg=1769984, 90=1770495, 99=1770495, 99.9=1770495, 99.99=1770495] [Intended-INSERTNode: Count=27, Max=380927, Min=58944, Avg=137248.59, 90=187007, 99=380927, 99.9=380927, 99.99=380927] [Intended-INSERT: Count=61, Max=486655, Min=58944, Avg=133193.97, 90=228351, 99=380927, 99.9=486655, 99.99=486655] [Intended-INSERTEdge: Count=34, Max=486655, Min=61472, Avg=129974.12, 90=228351, 99=486655, 99.9=486655, 99.99=486655] 
2018-04-23 16:47:02:049 20 sec: 58 operations; 3.2 current ops/sec; est completion in 57 minutes [THREAD_COUNT: Count=1, Max=11, Min=11, Avg=11, 90=11, 99=11, 99.9=11, 99.99=11] [SYS_LOAD_AVG: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [GCS: Count=1, Max=5, Min=5, Avg=5, 90=5, 99=5, 99.9=5, 99.99=5] [USED_MEM_MB: Count=1, Max=101, Min=101, Avg=101, 90=101, 99=101, 99.9=101, 99.99=101] [INSERTNode: Count=32, Max=269567, Min=57376, Avg=147442, 90=232063, 99=269567, 99.9=269567, 99.99=269567] [INSERT: Count=75, Max=299007, Min=57376, Avg=132070.61, 90=219391, 99=269567, 99.9=299007, 99.99=299007] [GCS_TIME: Count=1, Max=47, Min=47, Avg=47, 90=47, 99=47, 99.9=47, 99.99=47] [INSERTEdge: Count=43, Max=299007, Min=60704, Avg=120631.44, 90=197503, 99=299007, 99.9=299007, 99.99=299007] [Intended-INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [Intended-INSERTNode: Count=32, Max=269567, Min=57376, Avg=147444, 90=232063, 99=269567, 99.9=269567, 99.99=269567] [Intended-INSERT: Count=75, Max=299007, Min=57376, Avg=132073.17, 90=219391, 99=269567, 99.9=299007, 99.99=299007] [Intended-INSERTEdge: Count=43, Max=299007, Min=60704, Avg=120634.42, 90=197503, 99=299007, 99.9=299007, 99.99=299007] 
2018-04-23 16:47:12:049 30 sec: 94 operations; 3.6 current ops/sec; est completion in 52 minutes [THREAD_COUNT: Count=1, Max=11, Min=11, Avg=11, 90=11, 99=11, 99.9=11, 99.99=11] [SYS_LOAD_AVG: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [GCS: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [USED_MEM_MB: Count=1, Max=82, Min=82, Avg=82, 90=82, 99=82, 99.9=82, 99.99=82] [INSERTNode: Count=36, Max=224383, Min=55616, Avg=118658.22, 90=188159, 99=224383, 99.9=224383, 99.99=224383] [INSERT: Count=84, Max=262143, Min=55616, Avg=118099.81, 90=188159, 99=226559, 99.9=262143, 99.99=262143] [GCS_TIME: Count=1, Max=8, Min=8, Avg=8, 90=8, 99=8, 99.9=8, 99.99=8] [INSERTEdge: Count=48, Max=262143, Min=62528, Avg=117681, 90=176767, 99=262143, 99.9=262143, 99.99=262143] [Intended-INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [Intended-INSERTNode: Count=36, Max=224383, Min=55616, Avg=118663.56, 90=188159, 99=224383, 99.9=224383, 99.99=224383] [Intended-INSERT: Count=84, Max=262143, Min=55616, Avg=118102.1, 90=188159, 99=226559, 99.9=262143, 99.99=262143] [Intended-INSERTEdge: Count=48, Max=262143, Min=62528, Avg=117681, 90=176767, 99=262143, 99.9=262143, 99.99=262143] 
2018-04-23 16:47:22:049 40 sec: 129 operations; 3.5 current ops/sec; est completion in 51 minutes [THREAD_COUNT: Count=1, Max=11, Min=11, Avg=11, 90=11, 99=11, 99.9=11, 99.99=11] [SYS_LOAD_AVG: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [GCS: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [USED_MEM_MB: Count=1, Max=54, Min=54, Avg=54, 90=54, 99=54, 99.9=54, 99.99=54] [INSERTNode: Count=34, Max=187519, Min=58560, Avg=117123.76, 90=148351, 99=187519, 99.9=187519, 99.99=187519] [INSERT: Count=80, Max=245887, Min=58560, Avg=123363, 90=164351, 99=237183, 99.9=245887, 99.99=245887] [GCS_TIME: Count=1, Max=9, Min=9, Avg=9, 90=9, 99=9, 99.9=9, 99.99=9] [INSERTEdge: Count=46, Max=245887, Min=61056, Avg=127974.61, 90=165503, 99=245887, 99.9=245887, 99.99=245887] [Intended-INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [Intended-INSERTNode: Count=34, Max=187519, Min=58560, Avg=117125.65, 90=148351, 99=187519, 99.9=187519, 99.99=187519] [Intended-INSERT: Count=80, Max=245887, Min=58560, Avg=123363.8, 90=164351, 99=237183, 99.9=245887, 99.99=245887] [Intended-INSERTEdge: Count=46, Max=245887, Min=61056, Avg=127974.61, 90=165503, 99=245887, 99.9=245887, 99.99=245887] 
2018-04-23 16:47:32:049 50 sec: 165 operations; 3.6 current ops/sec; est completion in 49 minutes [THREAD_COUNT: Count=1, Max=11, Min=11, Avg=11, 90=11, 99=11, 99.9=11, 99.99=11] [SYS_LOAD_AVG: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [GCS: Count=1, Max=1, Min=1, Avg=1, 90=1, 99=1, 99.9=1, 99.99=1] [USED_MEM_MB: Count=1, Max=111, Min=111, Avg=111, 90=111, 99=111, 99.9=111, 99.99=111] [INSERTNode: Count=36, Max=197503, Min=76096, Avg=120697.78, 90=147711, 99=197503, 99.9=197503, 99.99=197503] [INSERT: Count=84, Max=197503, Min=75776, Avg=117016.38, 90=153983, 99=181247, 99.9=197503, 99.99=197503] [GCS_TIME: Count=1, Max=4, Min=4, Avg=4, 90=4, 99=4, 99.9=4, 99.99=4] [INSERTEdge: Count=48, Max=174207, Min=75776, Avg=114255.33, 90=152831, 99=174207, 99.9=174207, 99.99=174207] [Intended-INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [Intended-INSERTNode: Count=36, Max=197503, Min=76096, Avg=120699.56, 90=147711, 99=197503, 99.9=197503, 99.99=197503] [Intended-INSERT: Count=84, Max=197503, Min=75776, Avg=117017.14, 90=153983, 99=181247, 99.9=197503, 99.99=197503] [Intended-INSERTEdge: Count=48, Max=174207, Min=75776, Avg=114255.33, 90=152831, 99=174207, 99.9=174207, 99.99=174207] 
2018-04-23 16:47:42:049 60 sec: 197 operations; 3.2 current ops/sec; est completion in 49 minutes [THREAD_COUNT: Count=1, Max=11, Min=11, Avg=11, 90=11, 99=11, 99.9=11, 99.99=11] [SYS_LOAD_AVG: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [GCS: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [USED_MEM_MB: Count=1, Max=60, Min=60, Avg=60, 90=60, 99=60, 99.9=60, 99.99=60] [INSERTNode: Count=33, Max=209791, Min=67200, Avg=135272.73, 90=166143, 99=209791, 99.9=209791, 99.99=209791] [INSERT: Count=77, Max=209791, Min=61792, Avg=128462.96, 90=164607, 99=203647, 99.9=209791, 99.99=209791] [GCS_TIME: Count=1, Max=11, Min=11, Avg=11, 90=11, 99=11, 99.9=11, 99.99=11] [INSERTEdge: Count=44, Max=203647, Min=61792, Avg=123355.64, 90=159103, 99=203647, 99.9=203647, 99.99=203647] [Intended-INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [Intended-INSERTNode: Count=33, Max=209791, Min=67200, Avg=135272.73, 90=166143, 99=209791, 99.9=209791, 99.99=209791] [Intended-INSERT: Count=77, Max=209791, Min=61792, Avg=128462.96, 90=164607, 99=203647, 99.9=209791, 99.99=209791] [Intended-INSERTEdge: Count=44, Max=203647, Min=61792, Avg=123355.64, 90=159103, 99=203647, 99.9=203647, 99.99=203647] 
2018-04-23 16:47:52:049 70 sec: 233 operations; 3.6 current ops/sec; est completion in 48 minutes [THREAD_COUNT: Count=1, Max=11, Min=11, Avg=11, 90=11, 99=11, 99.9=11, 99.99=11] [SYS_LOAD_AVG: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [GCS: Count=1, Max=1, Min=1, Avg=1, 90=1, 99=1, 99.9=1, 99.99=1] [USED_MEM_MB: Count=1, Max=114, Min=114, Avg=114, 90=114, 99=114, 99.9=114, 99.99=114] [INSERTNode: Count=35, Max=189055, Min=87424, Avg=118966.86, 90=168447, 99=189055, 99.9=189055, 99.99=189055] [INSERT: Count=83, Max=253055, Min=81280, Avg=120300.34, 90=166015, 99=211583, 99.9=253055, 99.99=253055] [GCS_TIME: Count=1, Max=5, Min=5, Avg=5, 90=5, 99=5, 99.9=5, 99.99=5] [INSERTEdge: Count=48, Max=253055, Min=81280, Avg=121272.67, 90=162303, 99=253055, 99.9=253055, 99.99=253055] [Intended-INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [Intended-INSERTNode: Count=35, Max=189055, Min=87424, Avg=118966.86, 90=168447, 99=189055, 99.9=189055, 99.99=189055] [Intended-INSERT: Count=83, Max=253055, Min=81280, Avg=120300.34, 90=166015, 99=211583, 99.9=253055, 99.99=253055] [Intended-INSERTEdge: Count=48, Max=253055, Min=81280, Avg=121272.67, 90=162303, 99=253055, 99.9=253055, 99.99=253055] 
2018-04-23 16:48:02:049 80 sec: 268 operations; 3.5 current ops/sec; est completion in 48 minutes [THREAD_COUNT: Count=1, Max=10, Min=10, Avg=10, 90=10, 99=10, 99.9=10, 99.99=10] [SYS_LOAD_AVG: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [GCS: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [USED_MEM_MB: Count=1, Max=77, Min=77, Avg=77, 90=77, 99=77, 99.9=77, 99.99=77] [INSERTNode: Count=35, Max=188543, Min=67264, Avg=122170.51, 90=162431, 99=188543, 99.9=188543, 99.99=188543] [INSERT: Count=80, Max=295679, Min=59200, Avg=123492.8, 90=158335, 99=188543, 99.9=295679, 99.99=295679] [GCS_TIME: Count=1, Max=9, Min=9, Avg=9, 90=9, 99=9, 99.9=9, 99.99=9] [INSERTEdge: Count=45, Max=295679, Min=59200, Avg=124521.24, 90=154367, 99=295679, 99.9=295679, 99.99=295679] [Intended-INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [Intended-INSERTNode: Count=35, Max=188543, Min=67264, Avg=122170.51, 90=162431, 99=188543, 99.9=188543, 99.99=188543] [Intended-INSERT: Count=80, Max=295679, Min=59200, Avg=123492.8, 90=158335, 99=188543, 99.9=295679, 99.99=295679] [Intended-INSERTEdge: Count=45, Max=295679, Min=59200, Avg=124521.24, 90=154367, 99=295679, 99.9=295679, 99.99=295679] 
2018-04-23 16:48:12:049 90 sec: 303 operations; 3.5 current ops/sec; est completion in 48 minutes [THREAD_COUNT: Count=1, Max=10, Min=10, Avg=10, 90=10, 99=10, 99.9=10, 99.99=10] [SYS_LOAD_AVG: Count=1, Max=1, Min=1, Avg=1, 90=1, 99=1, 99.9=1, 99.99=1] [INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [GCS: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [USED_MEM_MB: Count=1, Max=47, Min=47, Avg=47, 90=47, 99=47, 99.9=47, 99.99=47] [INSERTNode: Count=36, Max=208767, Min=87616, Avg=121774.22, 90=148479, 99=208767, 99.9=208767, 99.99=208767] [INSERT: Count=83, Max=208767, Min=82880, Avg=119871.23, 90=153599, 99=188287, 99.9=208767, 99.99=208767] [GCS_TIME: Count=1, Max=10, Min=10, Avg=10, 90=10, 99=10, 99.9=10, 99.99=10] [INSERTEdge: Count=47, Max=175359, Min=82880, Avg=118413.62, 90=153599, 99=175359, 99.9=175359, 99.99=175359] [Intended-INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [Intended-INSERTNode: Count=36, Max=208767, Min=87616, Avg=121774.22, 90=148479, 99=208767, 99.9=208767, 99.99=208767] [Intended-INSERT: Count=83, Max=208767, Min=82880, Avg=119871.23, 90=153599, 99=188287, 99.9=208767, 99.99=208767] [Intended-INSERTEdge: Count=47, Max=175359, Min=82880, Avg=118413.62, 90=153599, 99=175359, 99.9=175359, 99.99=175359] 
2018-04-23 16:48:22:049 100 sec: 337 operations; 3.4 current ops/sec; est completion in 47 minutes [THREAD_COUNT: Count=1, Max=10, Min=10, Avg=10, 90=10, 99=10, 99.9=10, 99.99=10] [SYS_LOAD_AVG: Count=1, Max=1, Min=1, Avg=1, 90=1, 99=1, 99.9=1, 99.99=1] [INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [GCS: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [USED_MEM_MB: Count=1, Max=29, Min=29, Avg=29, 90=29, 99=29, 99.9=29, 99.99=29] [INSERTNode: Count=33, Max=239231, Min=87552, Avg=128572.12, 90=158463, 99=239231, 99.9=239231, 99.99=239231] [INSERT: Count=79, Max=399103, Min=82496, Avg=124575.19, 90=158463, 99=239231, 99.9=399103, 99.99=399103] [GCS_TIME: Count=1, Max=9, Min=9, Avg=9, 90=9, 99=9, 99.9=9, 99.99=9] [INSERTEdge: Count=46, Max=399103, Min=82496, Avg=121707.83, 90=155775, 99=399103, 99.9=399103, 99.99=399103] [Intended-INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [Intended-INSERTNode: Count=33, Max=239231, Min=87552, Avg=128572.12, 90=158463, 99=239231, 99.9=239231, 99.99=239231] [Intended-INSERT: Count=79, Max=399103, Min=82496, Avg=124575.19, 90=158463, 99=239231, 99.9=399103, 99.99=399103] [Intended-INSERTEdge: Count=46, Max=399103, Min=82496, Avg=121707.83, 90=155775, 99=399103, 99.9=399103, 99.99=399103] 
2018-04-23 16:48:32:049 110 sec: 372 operations; 3.5 current ops/sec; est completion in 47 minutes [THREAD_COUNT: Count=1, Max=10, Min=10, Avg=10, 90=10, 99=10, 99.9=10, 99.99=10] [SYS_LOAD_AVG: Count=1, Max=2, Min=2, Avg=2, 90=2, 99=2, 99.9=2, 99.99=2] [INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [GCS: Count=1, Max=1, Min=1, Avg=1, 90=1, 99=1, 99.9=1, 99.99=1] [USED_MEM_MB: Count=1, Max=117, Min=117, Avg=117, 90=117, 99=117, 99.9=117, 99.99=117] [INSERTNode: Count=35, Max=199167, Min=77376, Avg=119485.26, 90=159487, 99=199167, 99.9=199167, 99.99=199167] [INSERT: Count=82, Max=314367, Min=77376, Avg=121434.15, 90=153983, 99=272383, 99.9=314367, 99.99=314367] [GCS_TIME: Count=1, Max=3, Min=3, Avg=3, 90=3, 99=3, 99.9=3, 99.99=3] [INSERTEdge: Count=47, Max=314367, Min=80896, Avg=122885.45, 90=143743, 99=314367, 99.9=314367, 99.99=314367] [Intended-INITIALISE: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] [Intended-INSERTNode: Count=35, Max=199167, Min=77376, Avg=119485.26, 90=159487, 99=199167, 99.9=199167, 99.99=199167] [Intended-INSERT: Count=82, Max=314367, Min=77376, Avg=121434.93, 90=153983, 99=272383, 99.9=314367, 99.99=314367] [Intended-INSERTEdge: Count=47, Max=314367, Min=80896, Avg=122886.81, 90=143743, 99=314367, 99.9=314367, 99.99=314367] 
