database;workloadName;phase;run;recordcount;operationcount;productsperorder;componentsperproduct;testparametercount;fieldlength;insertproportion;readproportion;scanproportion;updateproportion;onlynodes;index;overall time (ms);overall throughput (ops/sec);initialise average (ms);sys_load_avg min;sys_load_avg max;sys_load_avg average;sys_load_avg StdD;thread_count min;thread_count max;thread_count average;thread_count StdD;used_mem_mb min;used_mem_mb max;used_mem_mb average;used_mem_mb StdD;cleanup average;insert min (us);insert max (us);insert average (us);insert StdD (us);insertNode min (us);insertNode max (us);insertNode average (us);insertNode StdD (us);insertEdge min (us);insertEdge max (us);insertEdge average (us);insertEdge StdD (us);read min (us);read max (us);read average (us);read StdD (us);scan min (us);scan max (us);scan average (us);scan StdD (us);
sparksee;2.ProbingNodeCountIndex10000Nodes;load;1;1;10000;1;1;1;10;1;0;;0;false;true;752;1,3297872340425532;258112,0;1;1;1,0;0,000;2;3;2,5;0,001;10;15;12,5;0,003;427136,0;939;939;939,0;0,000;939;939;939,0;0,000;;;;;;;;;;;;;
sparksee;2.ProbingNodeCountIndex10000Nodes;load;2;1;10000;1;1;1;10;1;0;;0;false;true;545;1,834862385321101;303232,0;1;1;1,0;0,000;2;3;2,5;0,001;10;15;12,5;0,003;170816,0;952;952;952,0;0,000;952;952;952,0;0,000;;;;;;;;;;;;;
sparksee;2.ProbingNodeCountIndex10000Nodes;load;3;1;10000;1;1;1;10;1;0;;0;false;true;731;1,3679890560875514;459904,0;1;1;1,0;0,000;2;3;2,5;0,001;10;15;12,5;0,003;200000,0;967;967;967,0;0,000;967;967;967,0;0,000;;;;;;;;;;;;;
sparksee;2.ProbingNodeCountIndex10000Nodes;run;1;1;10000;1;1;1;10;1;0;;0;false;true;2285;4376,36761487965;319616,0;1;1;1,0;0,000;2;3;2,5;0,001;12;59;35,5;0,024;321408,0;37;1160;56,253557346134066;0,018;37;1160;45,902;0,015;53;1017;64,01800180018002;0,017;;;;;;;;;
sparksee;2.ProbingNodeCountIndex10000Nodes;run;2;1;10000;1;1;1;10;1;0;;0;false;true;2508;3987,2408293460926;359040,0;1;1;1,0;0,000;2;3;2,5;0,001;12;58;35,0;0,023;502144,0;38;1194;56,47094119663981;0,021;38;1194;46,3556;0,021;53;1061;64,05820582058206;0,018;;;;;;;;;
sparksee;2.ProbingNodeCountIndex10000Nodes;run;3;1;10000;1;1;1;10;1;0;;0;false;true;2390;4184,100418410042;427392,0;2;2;2,0;0,000;2;3;2,5;0,001;12;56;34,0;0,022;335488,0;37;1625;55,53977370135436;0,024;37;1243;45,3598;0,017;52;1625;63,17551755175518;0,026;;;;;;;;;
neo4j;1.ProbingNodeCountIndex1000Nodes;load;1;1;1000;1;1;1;10;1;0;;0;false;true;5824;0,1717032967032967;3562496,0;1;1;1,0;0,000;3;3;3,0;0,000;12;33;22,5;0,011;1644032,0;598016;598527;598272,0;0,000;598016;598527;598272,0;0,000;;;;;;;;;;;;;
neo4j;1.ProbingNodeCountIndex1000Nodes;load;2;1;1000;1;1;1;10;1;0;;0;false;true;6017;0,16619577862722287;3243008,0;2;2;2,0;0,000;3;3;3,0;0,000;11;33;22,0;0,011;2163712,0;592896;593407;593152,0;0,000;592896;593407;593152,0;0,000;;;;;;;;;;;;;
neo4j;1.ProbingNodeCountIndex1000Nodes;load;3;1;1000;1;1;1;10;1;0;;0;false;true;6314;0,15837820715869497;3587072,0;2;2;2,0;0,000;3;3;3,0;0,000;12;33;22,5;0,011;2072064,0;636416;636927;636672,0;0,000;636416;636927;636672,0;0,000;;;;;;;;;;;;;
neo4j;1.ProbingNodeCountIndex1000Nodes;run;1;1;1000;1;1;1;10;1;0;;0;false;true;208505;4,796048056401525;1790464,0;1;2;1,4545454545454546;0,000;3;11;9,636363636363637;0,002;15;103;60,0;0,026;5007360,0;55168;544255;86362,93653516295;35,766;55168;544255;84616,208;39,031;59168;481279;87674,29429429429;33,044;;;;;;;;;
neo4j;1.ProbingNodeCountIndex1000Nodes;run;2;1;1000;1;1;1;10;1;0;;0;false;true;206337;4,846440531751455;1794560,0;2;2;2,0;0,000;3;11;9,636363636363637;0,002;15;112;56,22727272727273;0,027;5052416,0;55328;526847;85413,56432246999;31,746;55328;371711;84123,344;32,015;58624;526847;86382,1981981982;31,508;;;;;;;;;
neo4j;1.ProbingNodeCountIndex1000Nodes;run;3;1;1000;1;1;1;10;1;0;;0;false;true;214424;4,663657053314927;1587712,0;1;2;1,6521739130434783;0,000;3;11;9,521739130434783;0,002;16;113;56,869565217391305;0,030;4950016,0;55424;517375;89018,28473413379;43,222;55424;507647;86129,888;44,662;57568;517375;91186,75075075075;41,978;;;;;;;;;
apachejena;1.ProbingNodeCountIndex1000Nodes;load;1;1;1000;1;1;1;10;1;0;;0;false;true;2141;0,4670714619336759;1605120,0;2;2;2,0;0,000;2;3;2,5;0,001;11;59;35,0;0,024;329088,0;184704;184831;184768,0;0,000;184704;184831;184768,0;0,000;;;;;;;;;;;;;
apachejena;1.ProbingNodeCountIndex1000Nodes;load;2;1;1000;1;1;1;10;1;0;;0;false;true;2412;0,41459369817578773;1896960,0;1;1;1,0;0,000;2;3;2,5;0,001;11;59;35,0;0,024;240960,0;249344;249471;249408,0;0,000;249344;249471;249408,0;0,000;;;;;;;;;;;;;
apachejena;1.ProbingNodeCountIndex1000Nodes;load;3;1;1000;1;1;1;10;1;0;;0;false;true;2216;0,45126353790613716;1804800,0;1;1;1,0;0,000;2;3;2,5;0,001;11;59;35,0;0,024;237120,0;149760;149887;149824,0;0,000;149760;149887;149824,0;0,000;;;;;;;;;;;;;
apachejena;1.ProbingNodeCountIndex1000Nodes;run;1;1;1000;1;1;1;10;1;0;;0;false;true;257375;3,885381253035454;440704,0;1;2;1,0740740740740742;0,000;2;3;2,962962962962963;0,000;15;75;42,96296296296296;0,017;8054,0;59552;502015;110056,83704974271;53,313;60416;458495;110151,84;54,237;59552;502015;109985,51351351352;52,608;;;;;;;;;
apachejena;1.ProbingNodeCountIndex1000Nodes;run;2;1;1000;1;1;1;10;1;0;;0;false;true;257693;3,880586589468864;447872,0;1;2;1,4814814814814814;0,000;2;3;2,962962962962963;0,000;15;75;41,851851851851855;0,017;15284,0;60576;569855;110194,20926243567;54,015;60576;449023;108340,368;51,669;60832;569855;111585,98198198198;55,672;;;;;;;;;
apachejena;1.ProbingNodeCountIndex1000Nodes;run;3;1;1000;1;1;1;10;1;0;;0;false;true;277034;3,6096652396456754;444032,0;1;1;1,0;0,000;2;3;2,9655172413793105;0,000;15;75;46,10344827586207;0,017;14700,0;56512;711167;118483,09433962264;69,605;56512;710655;116938,384;66,430;57792;711167;119642,78678678679;71,874;;;;;;;;;
orientdb;1.ProbingNodeCountIndex1000Nodes;load;1;1;1000;1;1;1;10;1;0;;0;false;true;15491;0,06455361177457879;1,5470592E7;1;1;1,0;0,000;3;7;5,333333333333333;0,002;15;34;24,0;0,008;67,0;4022;4023;4023,0;0,000;4022;4023;4023,0;0,000;;;;;;;;;;;;;
orientdb;1.ProbingNodeCountIndex1000Nodes;load;2;1;1000;1;1;1;10;1;0;;0;false;true;16732;0,059765718383934976;1,6707584E7;2;2;2,0;0,000;3;7;5,333333333333333;0,002;15;35;24,0;0,008;71,0;3624;3625;3625,0;0,000;3624;3625;3625,0;0,000;;;;;;;;;;;;;
orientdb;1.ProbingNodeCountIndex1000Nodes;load;3;1;1000;1;1;1;10;1;0;;0;false;true;16299;0,061353457267317016;1,6273408E7;1;2;1,6666666666666667;0,000;3;7;5,333333333333333;0,002;15;34;23,666666666666668;0,008;72,0;3548;3549;3549,0;0,000;3548;3549;3549,0;0,000;;;;;;;;;;;;;
orientdb;1.ProbingNodeCountIndex1000Nodes;run;1;1;1000;1;1;1;10;1;0;;0;false;true;3853;259,53802232026993;1160704,0;1;2;1,5;0,001;3;6;4,5;0,002;16;16;16,0;0,000;64,0;70;161535;1100,8949399656947;8,957;70;144127;1042,082;9,037;76;161535;1145,0487987987988;8,895;;;;;;;;;
orientdb;1.ProbingNodeCountIndex1000Nodes;run;2;1;1000;1;1;1;10;1;0;;0;false;true;4157;240,55809477988933;1275392,0;2;2;2,0;0,000;3;6;4,5;0,002;14;16;15,0;0,001;73,0;67;214271;1180,471269296741;10,041;67;214271;1363,248;;74;162943;1043,2515015015015;8,497;;;;;;;;;
orientdb;1.ProbingNodeCountIndex1000Nodes;run;3;1;1000;1;1;1;10;1;0;;0;false;true;3988;250,75225677031094;1277440,0;2;2;2,0;0,000;3;6;4,5;0,002;14;16;15,0;0,001;90,0;78;137471;1111,9206689536877;8,956;78;137471;1218,013;9,536;84;134143;1032,2717717717717;8,493;;;;;;;;;
sparksee;1.ProbingNodeCountIndex1000Nodes;load;1;1;1000;1;1;1;10;1;0;;0;false;true;691;1,447178002894356;415104,0;1;1;1,0;0,000;2;3;2,5;0,001;10;15;12,5;0,003;207680,0;925;925;925,0;0,000;925;925;925,0;0,000;;;;;;;;;;;;;
sparksee;1.ProbingNodeCountIndex1000Nodes;load;2;1;1000;1;1;1;10;1;0;;0;false;true;692;1,4450867052023122;360064,0;1;1;1,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;265088,0;950;950;950,0;0,000;950;950;950,0;0,000;;;;;;;;;;;;;
sparksee;1.ProbingNodeCountIndex1000Nodes;load;3;1;1000;1;1;1;10;1;0;;0;false;true;743;1,3458950201884252;330112,0;1;1;1,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;346752,0;967;967;967,0;0,000;967;967;967,0;0,000;;;;;;;;;;;;;
sparksee;1.ProbingNodeCountIndex1000Nodes;run;1;1;1000;1;1;1;10;1;0;;0;false;true;925;1081,081081081081;232128,0;1;1;1,0;0,000;2;3;2,5;0,001;12;31;21,5;0,010;408192,0;41;1329;72,85763293310463;0,039;41;1329;61,179;0,044;56;972;81,62537537537537;0,033;;;;;;;;;
sparksee;1.ProbingNodeCountIndex1000Nodes;run;2;1;1000;1;1;1;10;1;0;;0;false;true;876;1141,552511415525;294528,0;1;1;1,0;0,000;2;3;2,5;0,001;12;31;21,5;0,010;330368,0;41;1275;63,019296740994854;0,036;41;1138;52,943;0,036;56;1275;70,58408408408408;0,034;;;;;;;;;
sparksee;1.ProbingNodeCountIndex1000Nodes;run;3;1;1000;1;1;1;10;1;0;;0;false;true;685;1459,85401459854;254784,0;1;1;1,0;0,000;2;3;2,5;0,001;12;31;21,5;0,010;180672,0;41;1502;62,67795883361921;0,037;41;878;52,808;0,027;57;1502;70,08783783783784;0,041;;;;;;;;;
orientdb;3.ProbingNodeCountIndex100000Nodes;load;1;1;100000;1;1;1;10;1;0;;0;false;true;13970;0,07158196134574088;1,394688E7;1;1;1,0;0,000;3;7;5,333333333333333;0,002;15;34;25,0;0,008;95,0;3514;3515;3515,0;0,000;3514;3515;3515,0;0,000;;;;;;;;;;;;;
orientdb;3.ProbingNodeCountIndex100000Nodes;load;2;1;100000;1;1;1;10;1;0;;0;false;true;17587;0,05686018081537499;1,7555456E7;1;1;1,0;0,000;3;7;5,333333333333333;0,002;15;36;24,333333333333332;0,009;86,0;4716;4719;4718,0;0,000;4716;4719;4718,0;0,000;;;;;;;;;;;;;
orientdb;3.ProbingNodeCountIndex100000Nodes;load;3;1;100000;1;1;1;10;1;0;;0;false;true;16995;0,05884083553986467;1,6965632E7;2;2;2,0;0,000;3;7;5,333333333333333;0,002;15;35;24,333333333333332;0,008;96,0;3738;3739;3739,0;0,000;3738;3739;3739,0;0,000;;;;;;;;;;;;;
orientdb;3.ProbingNodeCountIndex100000Nodes;run;1;1;100000;1;1;1;10;1;0;;0;false;true;39026;2562,394301235074;1229312,0;1;1;1,0;0,000;3;7;6,0;0,002;23;604;227,6;0,199;88,0;32;788479;154,2754187166784;5,433;32;603135;132,67625;4,852;33;788479;170,4749572495725;5,831;;;;;;;;;
orientdb;3.ProbingNodeCountIndex100000Nodes;run;2;1;100000;1;1;1;10;1;0;;0;false;true;46871;2133,515393313563;1330688,0;1;2;1,8333333333333333;0,000;3;7;6,166666666666667;0,001;23;240;150,66666666666666;0,085;70,0;32;599551;187,2815558946051;5,718;32;590847;147,04599;5,091;33;599551;217,45853208532085;6,146;;;;;;;;;
orientdb;3.ProbingNodeCountIndex100000Nodes;run;3;1;100000;1;1;1;10;1;0;;0;false;true;46723;2140,273526956745;1251840,0;2;2;2,0;0,000;3;7;6,166666666666667;0,001;23;464;214,33333333333334;0,158;73,0;31;788479;187,2922402413728;5,920;31;788479;158,94388;5,476;32;529407;208,55372303723038;6,232;;;;;;;;;
sparksee;3.ProbingNodeCountIndex100000Nodes;load;1;1;100000;1;1;1;10;1;0;;0;false;true;959;1,0427528675703859;455296,0;2;2;2,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;436096,0;915;915;915,0;0,000;915;915;915,0;0,000;;;;;;;;;;;;;
sparksee;3.ProbingNodeCountIndex100000Nodes;load;2;1;100000;1;1;1;10;1;0;;0;false;true;1134;0,8818342151675485;666880,0;1;1;1,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;398976,0;953;953;953,0;0,000;953;953;953,0;0,000;;;;;;;;;;;;;
sparksee;3.ProbingNodeCountIndex100000Nodes;load;3;1;100000;1;1;1;10;1;0;;0;false;true;935;1,0695187165775402;592640,0;1;1;1,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;276096,0;977;977;977,0;0,000;977;977;977,0;0,000;;;;;;;;;;;;;
sparksee;3.ProbingNodeCountIndex100000Nodes;run;1;1;100000;1;1;1;10;1;0;;0;false;true;17820;5611,672278338945;271488,0;1;2;1,3333333333333333;0,000;2;3;2,6666666666666665;0,000;18;302;163,66666666666666;0,116;1295872,0;38;6383;60,91397665129515;0,022;38;1746;48,71156;0,011;53;6383;70,06588065880659;0,023;;;;;;;;;
sparksee;3.ProbingNodeCountIndex100000Nodes;run;2;1;100000;1;1;1;10;1;0;;0;false;true;17741;5636,6608421171295;263040,0;1;1;1,0;0,000;2;3;2,6666666666666665;0,000;18;303;164,33333333333334;0,116;1249792,0;38;13679;60,88258790050229;0,035;38;13679;48,54463;0,045;53;5427;70,13614886148862;0,022;;;;;;;;;
sparksee;3.ProbingNodeCountIndex100000Nodes;run;3;1;100000;1;1;1;10;1;0;;0;false;true;17562;5694,112287894317;285568,0;1;1;1,0;0,000;2;3;2,6666666666666665;0,000;18;303;167,33333333333334;0,117;1165824,0;37;92735;60,8518548677421;0,200;37;12631;48,33993;0,043;53;92735;70,23589235892359;0,262;;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;load;1;1;1000000;1;1;1;10;1;0;;0;false;true;9990;0,1001001001001001;9965568,0;1;1;1,0;0,000;3;6;4,5;0,002;15;34;24,5;0,010;78,0;3922;3923;3923,0;0,000;3922;3923;3923,0;0,000;;;;;;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;load;2;1;1000000;1;1;1;10;1;0;;0;false;true;9801;0,1020304050607081;9777152,0;2;2;2,0;0,000;3;6;4,5;0,002;15;35;25,0;0,010;108,0;3498;3499;3499,0;0,000;3498;3499;3499,0;0,000;;;;;;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;load;3;1;1000000;1;1;1;10;1;0;;0;false;true;17345;0,057653502450273855;1,732608E7;1;2;1,6666666666666667;0,000;3;7;5,333333333333333;0,002;15;35;24,333333333333332;0,008;73,0;3920;3921;3921,0;0,000;3920;3921;3921,0;0,000;;;;;;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;run;1;1;1000000;1;1;1;10;1;0;;0;false;true;220701;4531,017077403365;1396224,0;1;2;1,4583333333333333;0,000;3;7;6,791666666666667;0,001;70;1489;631,75;0,421;71,0;32;2605055;87,15190637251793;3,384;32;571391;79,09842;2,555;34;2605055;93,1920271920272;3,891;;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;run;2;1;1000000;1;1;1;10;1;0;;0;false;true;265675;3763,9973652018443;1428992,0;1;2;1,8571428571428572;0,000;3;7;6,821428571428571;0,001;70;1541;789,0357142857143;0,463;72,0;31;3215359;106,55975874843357;5,562;31;1557503;93,169569;4,637;33;3215359;116,6024111024111;6,165;;;;;;;;;
orientdb;4.ProbingNodeCountIndex1000000Nodes;run;3;1;1000000;1;1;1;10;1;0;;0;false;true;258856;3863,1517136941;1459712,0;1;2;1,7777777777777777;0,000;3;7;6,814814814814815;0,001;70;1905;752,7777777777778;0,490;66,0;31;3094527;102,9548979742274;5,529;31;1141759;86,979553;4,288;33;3094527;114,93641868641869;6,301;;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;load;1;1;1000000;1;1;1;10;1;0;;0;false;true;964;1,037344398340249;470912,0;2;2;2,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;429184,0;959;959;959,0;0,000;959;959;959,0;0,000;;;;;;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;load;2;1;1000000;1;1;1;10;1;0;;0;false;true;1019;0,9813542688910697;458880,0;1;1;1,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;498048,0;957;957;957,0;0,000;957;957;957,0;0,000;;;;;;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;load;3;1;1000000;1;1;1;10;1;0;;0;false;true;492;2,032520325203252;292224,0;1;1;1,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;129440,0;851;851;851,0;0,000;851;851;851,0;0,000;;;;;;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;run;1;1;1000000;1;1;1;10;1;0;;0;false;true;;;;;;;0,000;;;;0,000;;;;0,405;;;;;0,105;;;;0,023;;;;0,136;;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;run;2;1;1000000;1;1;1;10;1;0;;0;false;true;;;;;;;0,000;;;;0,000;;;;0,409;;;;;0,030;;;;0,022;;;;0,031;;;;;;;;;
sparksee;4.ProbingNodeCountIndex1000000Nodes;run;3;1;1000000;1;1;1;10;1;0;;0;false;true;;;;;;;0,000;;;;0,000;;;;0,419;;;;;0,244;;;;0,370;;;;0,030;;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;load;1;1;100000;1;1;1;50;1;0;;0;false;true;17418;0,05741187277528993;1,7391616E7;1;1;1,0;0,000;3;7;5,333333333333333;0,002;15;35;24,333333333333332;0,008;77,0;3800;3801;3801,0;0,000;3800;3801;3801,0;0,000;;;;;;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;load;2;1;100000;1;1;1;50;1;0;;0;false;true;17987;0,055595708011341526;1,7965056E7;2;2;2,0;0,000;3;7;5,333333333333333;0,002;15;35;24,333333333333332;0,008;98,0;3728;3729;3729,0;0,000;3728;3729;3729,0;0,000;;;;;;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;load;3;1;100000;1;1;1;50;1;0;;0;false;true;34367;0,029097680914831087;3,4226176E7;2;2;2,0;0,000;3;7;6,0;0,002;15;41;29,4;0,009;85,0;3946;3947;3947,0;0,000;3946;3947;3947,0;0,000;;;;;;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;run;1;1;100000;1;1;1;50;1;0;;0;false;true;40339;2478,9905550459853;1351168,0;1;2;1,8333333333333333;0,000;3;7;6,166666666666667;0,001;23;218;146,16666666666666;0,066;73,0;33;951295;159,05764747227127;5,391;33;439551;149,98701;4,629;34;951295;165,86069360693608;5,898;;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;run;2;1;100000;1;1;1;50;1;0;;0;false;true;67003;1492,4704863961315;1312256,0;1;2;1,75;0,000;3;7;6,375;0,001;23;623;259,0;0,211;71,0;33;4886527;273,65248658563763;17,888;33;2185215;226,74822;14,063;34;4886527;308,8310383103831;20,289;;;;;;;;;
orientdb;1.SimpleProduct100000Nodes;run;3;1;100000;1;1;1;50;1;0;;0;false;true;108193;924,2742136737127;2481152,0;2;2;2,0;0,000;3;7;6,583333333333333;0,001;23;361;177,91666666666666;0,103;68,0;33;3473407;444,86557780330173;20,909;33;2087935;416,49523;17,694;35;3473407;466,1435514355144;23,028;;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;load;1;1;100000;1;1;1;50;1;0;;0;false;true;2239;0,4466279589102278;771840,0;2;2;2,0;0,000;2;3;2,5;0,001;10;15;12,5;0,003;1395200,0;964;964;964,0;0,000;964;964;964,0;0,000;;;;;;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;load;2;1;100000;1;1;1;50;1;0;;0;false;true;2890;0,3460207612456747;2286592,0;2;2;2,0;0,000;2;3;2,5;0,001;10;15;12,5;0,003;538368,0;951;951;951,0;0,000;951;951;951,0;0,000;;;;;;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;load;3;1;100000;1;1;1;50;1;0;;0;false;true;946;1,0570824524312896;492672,0;2;2;2,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;387712,0;966;966;966,0;0,000;966;966;966,0;0,000;;;;;;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;run;1;1;100000;1;1;1;50;1;0;;0;false;true;19979;5005,255518294209;530176,0;2;2;2,0;0,000;2;3;2,6666666666666665;0,000;18;339;169,0;0,132;3030016,0;39;13703;61,47280270172973;0,034;39;13703;50,11754;0,047;53;2032;69,98933489334894;0,015;;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;run;2;1;100000;1;1;1;50;1;0;;0;false;true;18802;5318,583129454313;723712,0;2;2;2,0;0,000;2;3;2,6666666666666665;0,000;18;261;167,33333333333334;0,107;1854976,0;39;12903;60,492992817101815;0,034;39;2691;49,41687;0,019;52;12903;68,80016800168002;0,040;;;;;;;;;
sparksee;1.SimpleProduct100000Nodes;run;3;1;100000;1;1;1;50;1;0;;0;false;true;17926;5578,489345085351;294272,0;2;2;2,0;0,000;2;3;2,6666666666666665;0,000;18;348;185,0;0,135;1286656,0;39;21935;61,250214286938785;0,057;39;21935;49,90085;0,071;53;12999;69,76232262322623;0,040;;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;load;1;1;100000;16;32;32;50;1;0;;0;false;true;17261;0,05793407102717108;1,724416E7;2;2;2,0;0,000;3;7;5,333333333333333;0,002;15;35;24,333333333333332;0,008;77,0;3622;3623;3623,0;0,000;3622;3623;3623,0;0,000;;;;;;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;load;2;1;100000;16;32;32;50;1;0;;0;false;true;18377;0,054415845894324424;1,8358272E7;1;1;1,0;0,000;3;7;5,333333333333333;0,002;15;35;23,333333333333332;0,008;71,0;3770;3771;3771,0;0,000;3770;3771;3771,0;0,000;;;;;;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;load;3;1;100000;16;32;32;50;1;0;;0;false;true;18446;0,05421229534858506;1,8423808E7;2;2;2,0;0,000;3;7;5,333333333333333;0,002;15;34;22,0;0,009;74,0;3660;3661;3661,0;0,000;3660;3661;3661,0;0,000;;;;;;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;run;1;1;100000;16;32;32;50;1;0;;0;false;true;38965;2566,405748748877;1285632,0;1;2;1,6;0,000;3;7;6,0;0,002;23;349;140,2;0,125;74,0;33;603135;178,9211525396635;5,310;33;510975;131,99768;4,199;34;603135;225,75844446218957;6,224;;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;run;2;1;100000;16;32;32;50;1;0;;0;false;true;37888;2639,358108108108;1230336,0;1;2;1,8;0,000;3;7;6,0;0,002;23;532;212,8;0,179;126,0;32;446207;174,38447628182072;5,089;32;342527;131,37863;3,979;34;446207;217,311337139663;5,995;;;;;;;;;
orientdb;2.MoreComplexProduct100000Nodes;run;3;1;100000;16;32;32;50;1;0;;0;false;true;51434;1944,2392191935296;1268224,0;2;2;2,0;0,000;3;7;6,285714285714286;0,001;23;397;180,71428571428572;0,113;74,0;34;657407;241,69036985972906;6,045;34;657407;210,82398;5,779;36;585215;272,50006987143655;6,299;;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;load;1;1;100000;16;32;32;50;1;0;;0;false;true;954;1,0482180293501049;516992,0;2;2;2,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;368768,0;968;968;968,0;0,000;968;968;968,0;0,000;;;;;;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;load;2;1;100000;16;32;32;50;1;0;;0;false;true;723;1,3831258644536653;396672,0;1;1;1,0;0,000;2;3;2,5;0,001;10;15;12,5;0,003;255424,0;932;932;932,0;0,000;932;932;932,0;0,000;;;;;;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;load;3;1;100000;16;32;32;50;1;0;;0;false;true;744;1,3440860215053763;362624,0;1;1;1,0;0,000;2;3;2,5;0,001;10;14;12,0;0,002;314752,0;968;968;968,0;0,000;968;968;968,0;0,000;;;;;;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;run;1;1;100000;16;32;32;50;1;0;;0;false;true;15122;6612,881893929374;267136,0;2;2;2,0;0,000;2;3;2,6666666666666665;0,000;18;299;188,66666666666666;0,122;1053184,0;39;3035;59,22694121408304;0,020;39;3035;50,20378;0,019;52;2973;68,2335303042402;0,017;;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;run;2;1;100000;16;32;32;50;1;0;;0;false;true;16179;6180,851721367205;440448,0;1;1;1,0;0,000;2;3;2,6666666666666665;0,000;18;278;185,0;0,118;1886720,0;39;2415;59,26305798665228;0,019;39;2415;50,32183;0,017;51;1981;68,18786432963347;0,016;;;;;;;;;
sparksee;2.MoreComplexProduct100000Nodes;run;3;1;100000;16;32;32;50;1;0;;0;false;true;15971;6261,348694508797;403584,0;1;1;1,0;0,000;2;3;2,6666666666666665;0,000;18;289;188,66666666666666;0,121;1708544,0;39;11527;59,37004455900571;0,032;39;11527;50,43896;0,040;51;2513;68,2847261039687;0,018;;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;load;1;1;10000;16;32;32;50;1;0;;0;false;true;5682;0,17599436818021824;3744768,0;1;1;1,0;0,000;3;3;3,0;0,000;11;32;21,5;0,011;1422848,0;490496;490751;490624,0;0,000;490496;490751;490624,0;0,000;;;;;;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;load;2;1;10000;16;32;32;50;1;0;;0;false;true;5790;0,17271157167530224;3398656,0;2;2;2,0;0,000;3;3;3,0;0,000;11;32;21,5;0,011;1844736,0;525312;525823;525568,0;0,000;525312;525823;525568,0;0,000;;;;;;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;load;3;1;10000;16;32;32;50;1;0;;0;false;true;5539;0,18053800324968405;3695616,0;1;1;1,0;0,000;3;3;3,0;0,000;11;32;21,5;0,011;1328640,0;498432;498687;498560,0;0,000;498432;498687;498560,0;0,000;;;;;;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;run;1;1;10000;16;32;32;50;1;0;;0;false;true;1764978;5,665793001385853;1707520,0;1;2;1,6235955056179776;0,000;3;11;9,99438202247191;0,001;15;144;69,4438202247191;0,027;3601408,0;54976;617983;87823,5036963037;39,269;54976;584191;85841,7152;39,311;59072;617983;89801,3365269461;39,127;;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;run;2;1;10000;16;32;32;50;1;0;;0;false;true;1701382;5,877574818588653;1751552,0;1;2;1,5348837209302326;0,000;3;11;9,994186046511627;0,001;15;141;70,82558139534883;0,027;2997248,0;54944;582655;84677,04055944056;32,430;54944;405503;82459,84;32,220;59424;582655;86889,81556886228;32,488;;;;;;;;;
neo4j;2.MoreComplexProduct10000Nodes;run;3;1;10000;16;32;32;50;1;0;;0;false;true;1711224;5,843770307101817;1860096,0;1;2;1,6358381502890174;0,000;3;11;9,982658959537572;0,001;15;145;71,5606936416185;0,028;3363840,0;54432;597503;85143,75624375624;32,414;54432;597503;83151,2768;32,549;59232;477951;87132,25868263473;32,156;;;;;;;;;
