database;workloadName;phase;run;recordcount;operationcount;productsperorder;componentsperproduct;testparametercount;fieldlength;insertproportion;readproportion;scanproportion;updateproportion;onlynodes;index;overall time (ms);overall throughput (ops/sec);initialise average (ms);sys_load_avg min;sys_load_avg max;sys_load_avg average;sys_load_avg StdD;thread_count min;thread_count max;thread_count average;thread_count StdD;used_mem_mb min;used_mem_mb max;used_mem_mb average;used_mem_mb StdD;cleanup average;insert min (us);insert max (us);insert average (us);insert StdD (us);insertNode min (us);insertNode max (us);insertNode average (us);insertNode StdD (us);insertEdge min (us);insertEdge max (us);insertEdge average (us);insertEdge StdD (us);read min (us);read max (us);read average (us);read StdD (us);scan min (us);scan max (us);scan average (us);scan StdD (us)
sparksee;4.ProbingNodeCountNoIndex1000000Nodes;run;1;1;1000000;1;1;1;10;1;0;;0;FALSE;;;;;;;;0;;;;0;;;;0,086;;;;;75,08;;;;0,095;;;;71,314;;;;;;;;
sparksee;4.ProbingNodeCountNoIndex1000000Nodes;run;2;1;1000000;1;1;1;10;1;0;;0;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
orientdb;5.ProbingNodeCountNoIndex10000000Nodes;load;1;1;10000000;1;1;1;10;1;0;;0;FALSE;;17514;0,057097179;1,75E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,66666667;0,008;86;3682;3683;3683;0;3682;3683;3683;0;;;;;;;;;;;;
orientdb;5.ProbingNodeCountNoIndex10000000Nodes;load;2;1;10000000;1;1;1;10;1;0;;0;FALSE;;18535;0,053951983;1,85E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;22,66666667;0,008;80;3570;3571;3571;0;3570;3571;3571;0;;;;;;;;;;;;
orientdb;5.ProbingNodeCountNoIndex10000000Nodes;load;3;1;10000000;1;1;1;10;1;0;;0;FALSE;;26657;0,037513599;2,66E+07;2;2;2;0;3;7;5,75;0,002;15;36;24,5;0,008;80;3750;3751;3751;0;3750;3751;3751;0;;;;;;;;;;;;
orientdb;5.ProbingNodeCountNoIndex10000000Nodes;run;1;1;10000000;1;1;1;10;1;0;;0;FALSE;;2982257;3353,165069;4491264;1;3;1,766666667;0;3;7;6,983333333;0;659;8943;4018,096667;2,093;71;32;5324799;116,2956201;6,06;32;4947967;95,1793902;5,355;34;5324799;132,1327941;6,539;;;;;;;;
orientdb;5.ProbingNodeCountNoIndex10000000Nodes;run;2;1;10000000;1;1;1;10;1;0;;0;FALSE;;3144745;3179,908069;4655104;1;2;1,639240506;0;3;7;6,984177215;0;658;8959;3834,53481;2,094;71;31;7217151;116,4851553;6,609;31;3735551;95,8788846;5,782;33;7217151;131,9398598;7,166;;;;;;;;
orientdb;5.ProbingNodeCountNoIndex10000000Nodes;run;3;1;10000000;1;1;1;10;1;0;;0;FALSE;;3303505;3027,087896;4589568;1;3;1,722891566;0;3;7;6,984939759;0;658;8599;3721,716867;1,891;71;31;5734399;123,7176552;6,914;31;5734399;101,9017702;6,274;32;4444159;140,0795705;7,357;;;;;;;;
orientdb;3.ProbingNodeCountNoIndex100000Nodes;load;1;1;100000;1;1;1;10;1;0;;0;FALSE;;16416;0,060916179;1,64E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;24,66666667;0,008;73;4488;4491;4490;0;4488;4491;4490;0;;;;;;;;;;;;
orientdb;3.ProbingNodeCountNoIndex100000Nodes;load;2;1;100000;1;1;1;10;1;0;;0;FALSE;;17314;0,057756729;1,73E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;24;0,008;74;3850;3851;3851;0;3850;3851;3851;0;;;;;;;;;;;;
orientdb;3.ProbingNodeCountNoIndex100000Nodes;load;3;1;100000;1;1;1;10;1;0;;0;FALSE;;26160;0,0382263;2,61E+07;2;2;2;0;3;7;5,75;0,002;15;34;23,75;0,007;70;3514;3515;3515;0;3514;3515;3515;0;;;;;;;;;;;;
orientdb;3.ProbingNodeCountNoIndex100000Nodes;run;1;1;100000;1;1;1;10;1;0;;0;FALSE;;55177;1812,349348;1250816;1;1;1;0;3;7;6,285714286;0,001;23;505;196,5714286;0,136;72;31;795647;222,9876999;6,396;31;795647;226,62774;6,646;33;673791;220,2576426;6,203;;;;;;;;
orientdb;3.ProbingNodeCountNoIndex100000Nodes;run;2;1;100000;1;1;1;10;1;0;;0;FALSE;;53786;1859,219871;1196544;1;2;1,857142857;0;3;7;6,285714286;0,001;23;474;179,5714286;0,175;72;32;550399;217,4404368;5,962;32;427007;198,05737;5,403;33;550399;231,9778823;6,349;;;;;;;;
orientdb;3.ProbingNodeCountNoIndex100000Nodes;run;3;1;100000;1;1;1;10;1;0;;0;FALSE;;51982;1923,742834;1268224;2;2;2;0;3;7;6,285714286;0,001;23;353;132,1428571;0,11;73;33;760831;209,3652049;5,928;33;760831;202,9565;6,093;34;519423;214,1717817;5,802;;;;;;;;
sparksee;3.ProbingNodeCountNoIndex100000Nodes;load;1;1;100000;1;1;1;10;1;0;;0;FALSE;;755;1,324503311;337280;2;2;2;0;2;3;2,5;0,001;10;14;12;0,002;350848;955;955;955;0;955;955;955;0;;;;;;;;;;;;
sparksee;3.ProbingNodeCountNoIndex100000Nodes;load;2;1;100000;1;1;1;10;1;0;;0;FALSE;;500;2;262528;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;171200;954;954;954;0;954;954;954;0;;;;;;;;;;;;
sparksee;3.ProbingNodeCountNoIndex100000Nodes;load;3;1;100000;1;1;1;10;1;0;;0;FALSE;;519;1,926782274;272768;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;178368;975;975;975;0;975;975;975;0;;;;;;;;;;;;
sparksee;3.ProbingNodeCountNoIndex100000Nodes;run;1;1;100000;1;1;1;10;1;0;;0;FALSE;;3599197;27,78397515;595200;1;2;1,011080332;0;2;3;2,997229917;0;19;104;78,60110803;0,015;977664;37;74047;15409,62539;19,076;37;6767;49,41123;0,049;84;74047;26929,90122;18,087;;;;;;;;
sparksee;3.ProbingNodeCountNoIndex100000Nodes;run;2;1;100000;1;1;1;10;1;0;;0;FALSE;;3853275;25,95194996;275072;1;1;1;0;2;3;2,997416021;0;18;104;78,49612403;0,015;874240;37;81599;16500,53525;20,437;37;7523;49,79372;0,055;83;81599;28838,71478;19,384;;;;;;;;
sparksee;3.ProbingNodeCountNoIndex100000Nodes;run;3;1;100000;1;1;1;10;1;0;;0;FALSE;;3603600;27,75002775;254016;1;1;1;0;2;3;2,997237569;0;19;104;79,30939227;0,015;979200;37;71423;15429,84924;19,083;37;4831;49,38364;0,033;81;71423;26965,31379;18,077;;;;;;;;
orientdb;4.ResponsivenessNoIndexScan100000Nodes;load;1;1;100000;1;1;1;50;95;0;5;0;FALSE;;9284;0,107712193;9261056;1;1;1;0;3;6;4,5;0,002;15;34;24,5;0,01;96;3848;3849;3849;0;3848;3849;3849;0;;;;;;;;;;;;
orientdb;4.ResponsivenessNoIndexScan100000Nodes;load;2;1;100000;1;1;1;50;95;0;5;0;FALSE;;11809;0,084681175;1,18E+07;1;2;1,666666667;0;3;7;5,333333333;0,002;15;35;26,33333333;0,008;71;4236;4239;4238;0;4236;4239;4238;0;;;;;;;;;;;;
orientdb;4.ResponsivenessNoIndexScan100000Nodes;load;3;1;100000;1;1;1;50;95;0;5;0;FALSE;;17310;0,057770075;1,73E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;24;0,008;84;3516;3517;3517;0;3516;3517;3517;0;;;;;;;;;;;;
orientdb;4.ResponsivenessNoIndexScan100000Nodes;run;1;1;100000;1;1;1;50;95;0;5;0;FALSE;;159625;626,468285;1236480;1;1;1;0;3;7;6,705882353;0,001;24;451;203,0588235;0,117;112;34;487679;569,9430725;6,635;34;343807;522,1810716;6,334;36;487679;605,7645732;6,852;;;;;162;15135;6090,517777;2,273
orientdb;4.ResponsivenessNoIndexScan100000Nodes;run;2;1;100000;1;1;1;50;95;0;5;0;FALSE;;212258;471,1247633;1269248;1;2;1,304347826;0;3;7;6,782608696;0,001;24;324;151,5217391;0,066;74;33;356863;809,3194571;9,927;33;333567;807,0840536;9,869;35;356863;810,9960097;9,97;;;;;130;15047;5967,597671;2,332
orientdb;4.ResponsivenessNoIndexScan100000Nodes;run;3;1;100000;1;1;1;50;95;0;5;0;FALSE;;201144;497,1562662;1265152;1;2;1,181818182;0;3;7;6,772727273;0,001;24;312;134;0,068;74;34;406271;747,3288706;8,845;34;406271;705,6484764;8,598;35;354047;778,5891663;9,026;;;;;113;16623;6502,304659;2,49
sparksee;4.ResponsivenessNoIndexScan100000Nodes;load;1;1;100000;1;1;1;50;95;0;5;0;FALSE;;779;1,283697047;300928;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;413056;982;982;982;0;982;982;982;0;;;;;;;;;;;;
sparksee;4.ResponsivenessNoIndexScan100000Nodes;load;2;1;100000;1;1;1;50;95;0;5;0;FALSE;;491;2,036659878;254400;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;170944;970;970;970;0;970;970;970;0;;;;;;;;;;;;
sparksee;4.ResponsivenessNoIndexScan100000Nodes;load;3;1;100000;1;1;1;50;95;0;5;0;FALSE;;489;2,044989775;234432;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;188224;956;956;956;0;956;956;956;0;;;;;;;;;;;;
sparksee;4.ResponsivenessNoIndexScan100000Nodes;run;1;1;100000;1;1;1;50;95;0;5;0;FALSE;;4194795;23,83906722;249664;1;1;1;0;2;3;2,997624703;0;19;251;156,8622328;0,039;861440;41;143359;17207,06292;21,317;41;65375;78,91895359;0,721;86;143359;30053,1709;20,243;;;;;58;1118207;75876,66878;174,149
sparksee;4.ResponsivenessNoIndexScan100000Nodes;run;2;1;100000;1;1;1;50;95;0;5;0;FALSE;;3599205;27,78391339;240448;1;1;1;0;2;3;2,997229917;0;19;298;166,9695291;0,046;1021696;38;135679;14616,55761;18,092;38;113983;78,84364814;0,964;82;135679;25519,84309;17,167;;;;;57;1075199;71618,12709;166,257
sparksee;4.ResponsivenessNoIndexScan100000Nodes;run;3;1;100000;1;1;1;50;95;0;5;0;FALSE;;3607996;27,71621698;240832;1;1;1;0;2;3;2,997237569;0;19;309;176,9143646;0,052;923392;38;177663;14685,40698;18,167;38;110783;75,75207663;0,856;83;177663;25642,64816;17,229;;;;;56;1081343;70345,95484;163,272
neo4j;2.ResponsivenessNoIndexRead;load;1;1;10000;1;1;1;50;95;5;;0;FALSE;;4449;0,224769611;3054592;2;2;2;0;3;3;3;0;11;63;37;0,026;1060352;314112;314367;314240;0;314112;314367;314240;0;;;;;;;;;;;;
neo4j;2.ResponsivenessNoIndexRead;load;2;1;10000;1;1;1;50;95;5;;0;FALSE;;4713;0,212179079;3204096;2;2;2;0;3;3;3;0;11;62;36,5;0,026;1100288;390144;390399;390272;0;390144;390399;390272;0;;;;;;;;;;;;
neo4j;2.ResponsivenessNoIndexRead;load;3;1;10000;1;1;1;50;95;5;;0;FALSE;;5053;0,197902236;3208192;1;1;1;0;3;3;3;0;11;62;36,5;0,026;1336832;489216;489471;489344;0;489216;489471;489344;0;;;;;;;;;;;;
neo4j;2.ResponsivenessNoIndexRead;run;1;1;10000;1;1;1;50;95;5;;0;FALSE;;2824880;3,539973379;1588736;1;2;1,848591549;0;3;11;10,01408451;0,001;15;98;66,31690141;0,016;2483200;55072;1273855;126915,0595;40,209;55072;1021439;126493,7359;39,235;55520;1273855;127231,0771;40,92;86;7195;1220,370062;1,553;;;;
neo4j;2.ResponsivenessNoIndexRead;run;2;1;10000;1;1;1;50;95;5;;0;FALSE;;2843865;3,516341317;1764864;1;2;1,874125874;0;3;11;10,01398601;0,001;15;97;65,63286713;0,015;2767872;55936;1404927;127745,7923;45,312;55936;1404927;127874,7095;46,749;57216;1324031;127649,0968;44,203;84;9191;1301,806653;1,705;;;;
neo4j;2.ResponsivenessNoIndexRead;run;3;1;10000;1;1;1;50;95;5;;0;FALSE;;2814418;3,553132477;1881600;1;2;1,685512367;0;3;11;10,01413428;0,001;16;95;63,10954064;0,015;2257920;56192;1354751;126437,3172;40,547;56288;949759;125922,8658;39,295;56192;1354751;126823,1862;41,457;81;7575;1246,964657;1,585;;;;
orientdb;2.ResponsivenessNoIndexRead;load;1;1;10000;1;1;1;50;95;5;;0;FALSE;;16408;0,06094588;1,64E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;73;3682;3683;3683;0;3682;3683;3683;0;;;;;;;;;;;;
orientdb;2.ResponsivenessNoIndexRead;load;2;1;10000;1;1;1;50;95;5;;0;FALSE;;17182;0,058200442;1,72E+07;2;2;2;0;3;7;5,333333333;0,002;15;34;23;0,008;76;3582;3583;3583;0;3582;3583;3583;0;;;;;;;;;;;;
orientdb;2.ResponsivenessNoIndexRead;load;3;1;10000;1;1;1;50;95;5;;0;FALSE;;16532;0,060488749;1,65E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;131;3766;3767;3767;0;3766;3767;3767;0;;;;;;;;;;;;
orientdb;2.ResponsivenessNoIndexRead;run;1;1;10000;1;1;1;50;95;5;;0;FALSE;;11008;908,4302326;1222144;2;2;2;0;3;7;5,333333333;0,002;17;90;58,33333333;0,031;115;33;213247;422,2802341;6,464;33;181119;383,0749028;5,92;34;213247;451,6865495;6,844;48;685;125,047817;0,077;;;;
orientdb;2.ResponsivenessNoIndexRead;run;2;1;10000;1;1;1;50;95;5;;0;FALSE;;12238;817,1269815;1382912;2;2;2;0;3;7;5,333333333;0,002;17;104;49,33333333;0,039;95;33;272383;469,6303467;7,035;33;202367;391,1473894;5,842;34;272383;528,4972027;7,811;47;437;130,3409563;0,075;;;;
orientdb;2.ResponsivenessNoIndexRead;run;3;1;10000;1;1;1;50;95;5;;0;FALSE;;10968;911,7432531;1236480;2;2;2;0;3;7;5,333333333;0,002;17;70;51;0,024;145;32;403711;419,7456101;6,981;32;403711;420,0379242;7,304;33;365311;419,5263573;6,728;46;3223;128,4282744;0,159;;;;
sparksee;2.ResponsivenessNoIndexRead;load;1;1;10000;1;1;1;50;95;5;;0;FALSE;;733;1,36425648;356224;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;313984;907;907;907;0;907;907;907;0;;;;;;;;;;;;
sparksee;2.ResponsivenessNoIndexRead;load;2;1;10000;1;1;1;50;95;5;;0;FALSE;;488;2,049180328;261440;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;159424;966;966;966;0;966;966;966;0;;;;;;;;;;;;
sparksee;2.ResponsivenessNoIndexRead;load;3;1;10000;1;1;1;50;95;5;;0;FALSE;;485;2,06185567;208064;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;216896;968;968;968;0;968;968;968;0;;;;;;;;;;;;
sparksee;2.ResponsivenessNoIndexRead;run;1;1;10000;1;1;1;50;95;5;;0;FALSE;;34548;289,4523561;261440;1;2;1,2;0;2;3;2,8;0;12;66;42;0,019;355200;39;18495;1491,595633;1,791;39;18495;48,94285114;0,198;79;7459;2573,670475;1,69;46;4055;1005,54262;0,846;;;;
sparksee;2.ResponsivenessNoIndexRead;run;2;1;10000;1;1;1;50;95;5;;0;FALSE;;34946;286,1557832;309120;1;1;1;0;2;3;2,8;0;12;66;41,6;0,02;596224;39;10135;1495,684782;1,796;39;5207;47,3598067;0,055;83;10135;2582,014104;1,701;51;4503;1013,10395;0,863;;;;
sparksee;2.ResponsivenessNoIndexRead;run;3;1;10000;1;1;1;50;95;5;;0;FALSE;;34910;286,4508737;249280;1;1;1;0;2;3;2,8;0;12;65;41;0,019;556800;38;19391;1499,433543;1,799;38;921;46,64344994;0,014;83;19391;2589,111969;1,702;47;4063;1013,7921;0,856;;;;
apachejena;2.ResponsivenessNoIndexRead;load;1;1;10000;1;1;1;50;95;5;;0;FALSE;;1988;0,503018109;1639936;2;2;2;0;2;3;2,5;0,001;11;59;35;0,024;234176;89472;89535;89504;0;89472;89535;89504;0;;;;;;;;;;;;
apachejena;2.ResponsivenessNoIndexRead;load;2;1;10000;1;1;1;50;95;5;;0;FALSE;;2158;0,46339203;1690112;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;289664;154368;154495;154432;0;154368;154495;154432;0;;;;;;;;;;;;
apachejena;2.ResponsivenessNoIndexRead;load;3;1;10000;1;1;1;50;95;5;;0;FALSE;;2031;0,492368291;1726976;2;2;2;0;2;3;2,5;0,001;12;59;35,5;0,024;175552;105344;105407;105376;0;105344;105407;105376;0;;;;;;;;;;;;
apachejena;2.ResponsivenessNoIndexRead;run;1;1;10000;1;1;1;50;95;5;;0;FALSE;;3375758;2,962297653;445312;1;2;1,12979351;0;2;3;2,997050147;0;15;188;75,41297935;0,04;94816;60064;913919;151459,0329;73,684;62496;913919;151082,7322;73,461;60064;813055;151741,2806;73,85;116;557567;20667,97089;68,079;;;;
apachejena;2.ResponsivenessNoIndexRead;run;2;1;10000;1;1;1;50;95;5;;0;FALSE;;3517448;2,842970244;441472;1;2;1,206798867;0;2;3;2,997167139;0;15;187;74,03966006;0,039;93536;59904;973823;157839,4676;77,531;59904;787455;156848,0571;76,977;62464;973823;158583,0841;77,935;116;457215;20563,43035;67,332;;;;
apachejena;2.ResponsivenessNoIndexRead;run;3;1;10000;1;1;1;50;95;5;;0;FALSE;;3399606;2,941517341;434048;1;2;1,219941349;0;2;3;2,997067449;0;16;190;79,37243402;0,041;176960;56928;947711;152546,5963;72,39;61920;947711;151582,0032;71,99;56928;784383;153270,0982;72,68;116;428031;19853,50936;64,806;;;;
neo4j;3.ResponsivenessIndexScan;load;1;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;3947;0,25335698;2688000;1;1;1;0;3;3;3;0;12;32;22;0,01;871680;367616;367871;367744;0;367616;367871;367744;0;;;;;;;;;;;;
neo4j;3.ResponsivenessIndexScan;load;2;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;5742;0,174155347;3830784;2;2;2;0;3;3;3;0;12;32;22;0,01;1297920;594432;594943;594688;0;594432;594943;594688;0;;;;;;;;;;;;
neo4j;3.ResponsivenessIndexScan;load;3;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;5025;0,199004975;3154944;2;2;2;0;3;3;3;0;12;32;22;0,01;1316352;537088;537599;537344;0;537088;537599;537344;0;;;;;;;;;;;;
neo4j;3.ResponsivenessIndexScan;run;1;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;3290216;3,039314136;1655296;1;2;1,779456193;0;3;12;10,01208459;0,001;15;158;79,0755287;0,027;4745216;54400;835071;148127,714;67,931;54400;835071;145853,1047;67,644;57120;826879;149833,7608;68,096;;;;;82;14671;1696,405138;2,151
neo4j;3.ResponsivenessIndexScan;run;2;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;3097163;3,228761289;1926656;1;2;1,668810289;0;3;11;10,02250804;0,001;16;145;75,72347267;0,025;4876288;56128;916479;139391,2438;44,071;56128;916479;137423,0091;45,007;60448;618495;140867,4976;43,296;;;;;87;12623;1709,36166;2,096
neo4j;3.ResponsivenessIndexScan;run;3;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;3098624;3,227238929;1556992;1;2;1,559485531;0;3;11;10,02572347;0,001;15;150;77,52411576;0,025;5498880;56544;838143;139442,0628;45,276;56544;838143;136746,051;43,938;65248;793087;141464,1782;46,151;;;;;83;54783;1819,15415;3,194
orientdb;3.ResponsivenessIndexScan;load;1;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;17254;0,057957575;1,72E+07;1;1;1;0;3;7;5,333333333;0,002;15;34;23,66666667;0,008;71;3762;3763;3763;0;3762;3763;3763;0;;;;;;;;;;;;
orientdb;3.ResponsivenessIndexScan;load;2;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;18713;0,053438786;1,87E+07;1;1;1;0;3;7;5,333333333;0,002;15;34;22,66666667;0,008;78;3768;3769;3769;0;3768;3769;3769;0;;;;;;;;;;;;
orientdb;3.ResponsivenessIndexScan;load;3;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;17667;0,056602706;1,76E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;24,33333333;0,008;80;3710;3711;3711;0;3710;3711;3711;0;;;;;;;;;;;;
orientdb;3.ResponsivenessIndexScan;run;1;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;16165;618,6204763;1232384;1;2;1,333333333;0;3;7;5,333333333;0,002;17;193;89,66666667;0,075;74;33;278271;590,7672896;7,586;33;278271;528,145355;6,993;34;227071;637,7362143;8,002;;;;;47;11575;2979,73913;1,815
orientdb;3.ResponsivenessIndexScan;run;2;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;18289;546,7767511;1174016;1;2;1,333333333;0;3;7;5,333333333;0,002;17;192;100,3333333;0,072;89;34;301823;683,7625948;8,076;34;159231;752,6178639;8,085;34;301823;632,1184231;8,068;;;;;41;11743;3185,092885;1,789
orientdb;3.ResponsivenessIndexScan;run;3;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;18105;552,3336095;1212928;1;1;1;0;3;7;5,333333333;0,002;17;229;118;0,087;92;34;202495;665,1021127;7,464;34;202495;658,306404;7,43;35;192767;670,1991626;7,489;;;;;89;11447;3545,962451;1,916
sparksee;3.ResponsivenessIndexScan;load;1;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;693;1,443001443;411776;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;213312;932;932;932;0;932;932;932;0;;;;;;;;;;;;
sparksee;3.ResponsivenessIndexScan;load;2;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;694;1,44092219;422528;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;192192;974;974;974;0;974;974;974;0;;;;;;;;;;;;
sparksee;3.ResponsivenessIndexScan;load;3;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;685;1,459854015;321920;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;293248;919;919;919;0;919;919;919;0;;;;;;;;;;;;
sparksee;3.ResponsivenessIndexScan;run;1;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;5145;1943,634597;288384;1;2;1,5;0,001;2;3;2,5;0,001;12;151;81,5;0,07;298624;39;5635;58,36696461;0,055;39;5635;49,11523067;0,059;54;4787;65,30613051;0,05;;;;;45;137855;5769,158103;15,958
sparksee;3.ResponsivenessIndexScan;run;2;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;5227;1913,143294;256192;1;1;1;0;2;3;2,5;0,001;12;149;80,5;0,069;417664;40;4279;58,65899242;0,043;40;3089;48,96018538;0,035;56;4279;65,9334808;0,046;;;;;45;128063;5648,498024;15,478
sparksee;3.ResponsivenessIndexScan;run;3;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;5370;1862,197393;353408;1;2;1,5;0,001;2;3;2,5;0,001;12;151;81,5;0,07;460672;40;5059;58,00844168;0,051;40;4635;48,48672846;0,049;55;5059;65,1501027;0,052;;;;;45;127103;5795,573123;15,952
apachejena;3.ResponsivenessIndexScan;load;1;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;2076;0,481695568;1679872;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;283008;90112;90175;90144;0;90112;90175;90144;0;;;;;;;;;;;;
apachejena;3.ResponsivenessIndexScan;load;2;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;2525;0,396039604;2098176;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;251328;150528;150655;150592;0;150528;150655;150592;0;;;;;;;;;;;;
apachejena;3.ResponsivenessIndexScan;load;3;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;1966;0,508646999;1626624;1;1;1;0;2;3;2,5;0,001;11;59;35;0,024;224704;88448;88511;88480;0;88448;88511;88480;0;;;;;;;;;;;;
apachejena;3.ResponsivenessIndexScan;run;1;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;3068597;3,258818281;438912;1;2;1,12012987;0;2;3;2,996753247;0;15;193;71,4025974;0,037;8102;59744;1914879;137919,4995;72,365;59744;1745919;136954,9661;72,316;63360;1914879;138642,9376;72,393;;;;;50;517119;22882,31818;65,802
apachejena;3.ResponsivenessIndexScan;run;2;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;3172793;3,151797171;431232;1;2;1,065830721;0;2;3;2,996865204;0;15;189;73,55799373;0,036;8348;55744;1025535;142622,996;77,85;55744;830463;141674,506;77,676;62464;1025535;143334,401;77,973;;;;;50;787455;22933,33597;70,279
apachejena;3.ResponsivenessIndexScan;run;3;1;10000;1;1;1;50;95;0;5;0;FALSE;TRUE;3092659;3,233463502;442496;1;2;1,080385852;0;2;3;2,996784566;0;15;191;71,54340836;0,037;8138;56864;756735;139001,7393;72,83;56864;745983;138009,7341;72,03;60640;756735;139745,7823;73,416;;;;;47;370175;23024,82016;64,561
orientdb;3.ResponsivenessIndexScan100000Nodes;load;1;1;100000;1;1;1;50;95;0;5;0;FALSE;TRUE;9533;0,104898773;9506816;1;1;1;0;3;6;4,5;0,002;15;34;24,5;0,01;137;4344;4347;4346;0;4344;4347;4346;0;;;;;;;;;;;;
orientdb;3.ResponsivenessIndexScan100000Nodes;load;2;1;100000;1;1;1;50;95;0;5;0;FALSE;TRUE;13407;0,074587902;1,34E+07;1;1;1;0;3;7;5,333333333;0,002;15;35;25,66666667;0,008;84;3662;3663;3663;0;3662;3663;3663;0;;;;;;;;;;;;
orientdb;3.ResponsivenessIndexScan100000Nodes;load;3;1;100000;1;1;1;50;95;0;5;0;FALSE;TRUE;16328;0,061244488;1,63E+07;2;2;2;0;3;7;5,333333333;0,002;15;35;24,66666667;0,008;150;3604;3605;3605;0;3604;3605;3605;0;;;;;;;;;;;;
orientdb;3.ResponsivenessIndexScan100000Nodes;run;1;1;100000;1;1;1;50;95;0;5;0;FALSE;TRUE;163156;612,9103435;1281536;1;1;1;0;3;7;6,722222222;0,001;24;494;167,2777778;0,099;77;33;576511;580,3290189;6,764;33;272639;560,2498051;6,525;34;576511;595,3885087;6,937;;;;;90;15583;6124,863975;2,441
orientdb;3.ResponsivenessIndexScan100000Nodes;run;2;1;100000;1;1;1;50;95;0;5;0;FALSE;TRUE;217178;460,4517953;1309184;1;2;1,391304348;0;3;7;6,782608696;0,001;24;227;136,3043478;0,057;70;34;396031;826,8277725;9,978;34;396031;757,4832136;9,6;35;315391;878,8364657;10,252;;;;;93;16495;5991,401999;2,367
orientdb;3.ResponsivenessIndexScan100000Nodes;run;3;1;100000;1;1;1;50;95;0;5;0;FALSE;TRUE;192261;520,1262867;1203712;1;2;1,476190476;0;3;7;6,761904762;0,001;24;278;148,7142857;0,058;92;34;384767;710,7197419;8,444;34;356607;677,3919682;8,277;35;384767;735,7157038;8,567;;;;;118;16031;6167,307526;2,447
sparksee;3.ResponsivenessIndexScan100000Nodes;load;1;1;100000;1;1;1;50;95;0;5;0;FALSE;TRUE;689;1,45137881;448896;1;1;1;0;2;3;2,5;0,001;10;15;12,5;0,003;177088;943;943;943;0;943;943;943;0;;;;;;;;;;;;
sparksee;3.ResponsivenessIndexScan100000Nodes;load;2;1;100000;1;1;1;50;95;0;5;0;FALSE;TRUE;683;1,464128843;310144;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;303744;864;864;864;0;864;864;864;0;;;;;;;;;;;;
sparksee;3.ResponsivenessIndexScan100000Nodes;load;3;1;100000;1;1;1;50;95;0;5;0;FALSE;TRUE;496;2,016129032;305536;1;1;1;0;2;3;2,5;0,001;10;14;12;0,002;122848;950;950;950;0;950;950;950;0;;;;;;;;;;;;
